sample_id,paper_id,venue,year,title,source_url,abstract_present,abstract,label_complete,label_uncontaminated,label_matches_paper,reviewer,decision_mode,notes
46,conf/sp/QiuCKQCK26,IEEE S&P,2026,Keytar: Practical Keystroke Timing Attacks and Input Reconstruction.,https://doi.org/10.1109/SP63933.2026.00106,True,"Keystroke timing attacks have long been recognized as a serious security concern. Researchers have conjectured that an attacker who learns the amount of time that elapses between keystrokes on a computer keyboard can reconstruct the keys pressed by a victim typist. Given the severe implications of a successful keystroke timing attack, numerous published side-channel works have utilized keystroke timing extraction as a case study to illustrate the impact of various types of side-channel attacks. However, despite an abundance of works demonstrating extraction of inter-keystroke timings, it remains to be proven that input recovery is actually possible. This paper bridges this long-standing gap in the literature and performs a comprehensive study on the feasibility of reconstructing typed input from inter-keystroke timings. We model input reconstruction as a machine translation task and fine-tune open-source Large Language Models (LLMs) with a curriculum learning strategy, leveraging their ability to utilize contextual information and incorporate semantic understanding into the reconstruction process. With this approach, we reconstruct typed input with a high degree of fidelity. Using the best reconstruction among the Top- 5 predictions and a normalized edit distance threshold of 0.1 as the criterion for successful reconstruction, we achieve a success rate of 34.9%. We also demonstrate input reconstruction under practical, real-world circumstances, where additional noise is introduced to the inter-keystroke timing traces. We conduct end-to-end cache attacks, both from native environments and from the Chrome browser, and quantify how the additional noise inherent to cache attacks affects the input recovery process. To obtain a sufficiently large dataset for training and finetuning the LLM for noisy traces extracted via cache-attacks, we replayed over 1.5 million typing samples from real human typists while performing cache attacks. We release and open-source this dataset, along with our code and checkpoint for reconstructing input, so that future works on keystroketiming attacks can rigorously and empirically evaluate their effectiveness.",yes,yes,yes,Sidnei Barbieri,human_only,
47,conf/sp/RauschCL26,IEEE S&P,2026,XDup: Privacy-Preserving Deduplication for Humanitarian Organizations Using Fuzzy PSI.,https://doi.org/10.1109/SP63933.2026.00140,True,"Humanitarian organizations help to ensure people's livelihoods in crisis situations. Typically, multiple organizations operate in the same region. To ensure that the limited budget of these organizations can help as many people as possible, organizations perform cross-organizational deduplication to detect duplicate registrations and ensure recipients receive aid from at most one organization. Current deduplication approaches risk privacy harm to vulnerable aid recipients by sharing their data with other organizations. We analyzed the needs of humanitarian organizations to identify the requirements for privacy-friendly cross-organizational deduplication fit for real-life humanitarian missions. We present xDup, a new practical deduplication system that meets the requirements of humanitarian organizations and is two orders of magnitude faster than current solutions. xDup builds on Fuzzy PSI, and we present otFPSI, a concretely efficient Fuzzy PSI protocol for Hamming Space without input assumptions. We show that it is more efficient than existing Fuzzy PSI protocols.",yes,yes,yes,Sidnei Barbieri,human_only,
48,conf/sp/RiederRCSKK26,IEEE S&P,2026,"SoK: After Decades of Web Tracker Detection, What's Next?",https://doi.org/10.1109/SP63933.2026.00222,True,"Web tracking is an omnipresent phenomenon in today's web, affecting users in their day-to-day lives. Filter lists and blockers were invented to detect trackers and to protect users. Due to limitations of said tools, researchers developed web tracker detectors to replace them. No review constructed a universal perspective and classification of web tracker detectors until now. Past reviews focused either on the field as a whole or on web tracking techniques. In this SoK paper, we present the most comprehensive meta-science study on web tracker detection by systematizing and synthesizing the available knowledge. We conduct a systematic review, resulting in 59 primary and 16 supplementary studies out of a corpus of 832 papers. Based on these findings we suggest a taxonomy, observe and evaluate trends, propose open research gaps, and recommendations with which we aim to lay the foundations for future web tracker detection research. In addition, we conduct a limited reproducibility study to assess the validity of past studies and highlight emerging problems in this field.",yes,yes,yes,Sidnei Barbieri,human_only,
49,conf/sp/StivalaMHP26,IEEE S&P,2026,Behind the Curtain: How Shared Hosting Providers Respond to Vulnerability Notifications.,https://doi.org/10.1109/SP63933.2026.00036,True,"Large-scale vulnerability notifications (VNs) can help hosting provider organizations (HPOs) identify and remediate security vulnerabilities that attackers can exploit in data breaches or phishing campaigns. Previous VN studies have primarily focused on factors under the control of reporters, such as sender reputation, email formatting, and communication channels. Despite these efforts, remediation rates for vulnerability notifications continue to remain consistently low. This paper presents the first in-depth study of how HPOs process vulnerability notifications internally and what organizational and operational factors influence VN effectiveness. We examine the problem from a different perspective to provide the first detailed understanding of the reasons behind persistently low remediation rates. Instead of manipulating parameters of VN campaigns, we interview hosting providers directly, investigating how they handle vulnerability notifications and what factors may influence VN effectiveness, such as VN awareness and reachability, HPOs’ service models, and perceived security risks. We conducted semi-structured interviews with 24 HPOs across shared hosting and web development services, representing varied company sizes and operator roles. Our findings reveal practical insights on VN processing and abuse workflows. While some providers remain hard to reach due to complex infrastructures, most report routinely handling VNs. However, limited remediation often stems from strict responsibility boundaries, where web application issues are seen as the customer’s domain. Low hosting fees and high volumes of daily compromises further discourage both proactive and reactive measures. Our findings show that HPOs blame negligent website owners, and prior works on website owners confirms they often undervalue their sites or lack security know-how. This misalignment raises further concerns about the efficacy of current VN approaches and whether they can reliably prompt remedial action under the existing operational model.",yes,yes,yes,Sidnei Barbieri,human_only,
50,conf/sp/VekariaDKS26,IEEE S&P,2026,"Understanding Data Collection, Brokerage, and Spam in the Lead Marketing Ecosystem.",https://doi.org/10.1109/SP63933.2026.00162,True,"The lead marketing ecosystem enables collection, sale, and use of personal data submitted via web forms to deliver personalized quotes in high-value verticals such as insurance. Despite its scale and sensitivity of the collected data, this ecosystem remains largely unexplored by the research community. We present the first empirical study of privacy and spam risks in lead marketing, developing an end-toend measurement framework to trace data flows from data collection to consumer contact. Our setup instruments over 100 health-related lead-generation websites and monitors 200 controlled phone numbers and email addresses to understand downstream marketing practices. We observe sharing of highly personal and sensitive health information to more than 70 distinct third parties on these lead generation websites. By purchasing our own and other organic leads from three major lead platforms, we uncover deceptive brokerage practices, where consumer data is sold to unvetted buyers and often augmented or fabricated with attributes such as health status and weight. We received a total of over 8,000 telemarketing phone calls, 600 text messages, and 200 emails, where calls often began within seconds of form submission. Many campaigns relied on VoIP-based neighbor spoofing and high-frequency dialing, at times rendering phones unusable. Our experiments with phone and email opt-outs suggest phone-based opt-outs to help the most, although all were ineffective at completely stopping marketing communications. Analysis of 7,432 Better Business Bureau (BBB) complaints and reviews corroborates these findings from the consumer perspective. Overall, our results reveal a highly interconnected and non-compliant lead marketing ecosystem that aggressively monetizes sensitive consumer data.",yes,yes,yes,Sidnei Barbieri,human_only,
51,conf/sp/WuCSYFJF26,IEEE S&P,2026,A Leakage-Free Framework for Private Set Operations.,https://doi.org/10.1109/SP63933.2026.00171,True,"Private set operations (PSO) enable secure computation over private sets, supporting intersection, union, and related functionalities. Chen et al. (PKC 2024) proposed the first practical PSO framework, but it suffers from duringexecution leakage. Jia et al. (USENIX Security 2024) and Tu et al. (USENIX Security 2025) eliminate during-execution leakage in their PSU protocols, but they both lack support for general PSO functionalities. In this work, we present a leakage-free PSO framework that supports various PSO functionalities. Technically, we first propose a novel primitive called permuted secure equality test (pSEQT) from permutation correlation generator and secure equality test. Then we introduce permuted batch secret-shared private membership test (pbssPMT) by combining pSEQT, oblivious PRF and Oblivious Key-Value Store. Finally, we construct our leakage-free PSO framework by integrating our pbssPMT, together with cuckoo hashing technique and oblivious transfer. Experiments demonstrate that our protocol outperforms when dealing with data sets consisting of millions of elements. Compared to the state-of-the-art general PSO framework (Chen et al., PKC 2024), our pbssPMT-based solution achieves up to $3.43 \times$ speedup in the online phase while eliminating during-execution leakage. Compared with the state-of-the-art leakage-free PSU protocol (Tu et al., USENIX Security 2025), our pbssPMT-based PSU achieves up to $3.97 \times$ online phase speedup while supporting a broader range of PSO functionalities.",yes,yes,yes,Sidnei Barbieri,human_only,
52,conf/sp/WuLHLWH26,IEEE S&P,2026,ENCHTABLE: Unified Safety Alignment Transfer in Fine-Tuned Large Language Models.,https://doi.org/10.1109/SP63933.2026.00072,True,"Nowadays, many machine learning models are finetuned from large language models (LLMs) to achieve high performance in specialized domains such as code generation, biomedical analysis, and mathematical problem solving. However, researchers have shown that such fine-tuning process often introduces a critical vulnerability: the systematic degradation of safety alignment, which undermines ethical guidelines and increases the risk of harmful outputs. Addressing this challenge, we introduce EnchTable, a novel and unified framework designed to transfer and maintain safety alignment in downstream LLMs without requiring extensive retraining. EnchTable leverages a Neural Tangent Kernel (NTK)based safety vector distillation method to decouple safety constraints from task-specific reasoning, ensuring compatibility across diverse model architectures and sizes. Additionally, our interference-aware merging technique effectively balances the trade-offs between safety and utility, minimizing performance compromises across various task domains. We have implemented a fully functional prototype of EnchTable on three different task domains and three distinct LLM architectures, and evaluated its performance through extensive experiments on eleven diverse datasets, assessing both downstream utility and model safety. Our evaluations include assessments of LLMs from different vendors, demonstrating the generalization capability of EnchTable. Furthermore, EnchTable exhibits robust resistance to both static and dynamic jailbreaking attacks, outperforming vendor-released safety models in mitigating adversarially designed prompts. Comparative analyses with six parameter modification methods and two inference-time alignment baselines reveal that EnchTable achieves significantly lower unsafe rate and higher utility score and universal applicability across different task domains. Additionally, we validate that EnchTable can be seamlessly integrated into various deployment pipelines without significant overhead.",yes,yes,yes,Sidnei Barbieri,human_only,
53,conf/sp/XuDCP26,IEEE S&P,2026,Resolve the Unresolved: Systematic Work Profiling for DNS Resolvers.,https://doi.org/10.1109/SP63933.2026.00261,True,"The DNS standards mandate that recursive resolvers should bound the amount of work they perform per query. Yet, for nearly four decades, the specifications have offered little concrete guidance on how to enforce such limits, largely because of the system's daunting and growing complexity. This ambiguity has led to divergent implementations, recurring performance bugs, and above all, constant discoveries of denial-of-service (DoS) vectors. Prior research has inspected only fragments of a resolver's behavior, mostly using informal methods, while existing mitigations hinge on heuristic thresholds that lack broadly accepted guidance. As a result, both the issues uncovered and the fixes deployed remain narrow in scope. We address this gap by modeling recursive resolution as an Extended Transition System (ETS) with cost annotations and formulating the computation of maximum per-query work as a constrained longest path search problem with provable guarantees. Building on this formalism, we introduce rProfiler, a systematic profiling framework for measuring and modeling the work performed by DNS resolvers. Applying rProfiler against widely used resolvers exposes severe DoS vectors: issuing only 30 work-intensive queries per second cuts these resolvers' performance by at least 67%-and in some cases, renders them completely unresponsive. Diagnosing resolvers with rProfiler also yields actionable insights to improve their robustness against DoS attacks and subtle performance bugs.",yes,yes,yes,Sidnei Barbieri,human_only,
54,conf/sp/YeZW26,IEEE S&P,2026,LLM Unlearning Should Be Form-Independent.,https://doi.org/10.1109/SP63933.2026.00037,True,"Large Language Model (LLM) unlearning aims to erase or suppress undesirable knowledge within the model, offering promise for controlling harmful or private information to prevent misuse. However, recent studies highlight its limited efficacy in real-world scenarios, hindering practical adoption. In this study, we identify a pervasive issue underlying many downstream failures: the effectiveness of existing unlearning methods heavily depends on the form of training samples and frequently fails to generalize to alternate expressions of the same knowledge. We formally characterize this problem as Form-Dependent Bias and systematically investigate its specific manifestation patterns across various downstream tasks. To quantify its prevalence and support future research, we introduce ORT, a novel benchmark designed to evaluate the robustness of unlearning methods against variations in knowledge expression. Results reveal that Form-Dependent Bias is both widespread and severe among current techniques. We argue that LLM unlearning should be formindependent to address the endless forms of downstream tasks encountered in real-world security-critical scenarios. Towards this goal, we introduce Rank-one Concept Redirection (ROCR), a novel training-free method, as a promising solution path. ROCR performs unlearning by targeting the invariants in downstream tasks, specifically the activated dangerous concepts. It is capable of modifying model parameters within seconds to redirect the model's perception of a specific unlearning target concept to another harmless concept. Extensive experiments demonstrate that ROCR significantly improves unlearning effectiveness compared to traditional methods while generating highly natural outputs. Our code is avaliable at https://github.com/Acruxos/ORT.",yes,yes,yes,Sidnei Barbieri,human_only,
55,conf/sp/ZhangLWHZST26,IEEE S&P,2026,RIS-CLA: Reviving CSI-Based Continuous Location Authentication With Reconfigurable Intelligent Surfaces.,https://doi.org/10.1109/SP63933.2026.00031,True,"Continuous Location Authentication (CLA) enables seamless verification of the physical locations of networked devices. While wireless Channel State Information (CSI)based CLA schemes are attractive due to their passive and infrastructure-compatible design, recent studies have exposed critical vulnerabilities to CSI-guessing attacks, limiting their applicability in high-security environments. We propose RISCLA, a novel system that leverages Reconfigurable Intelligent Surfaces (RISs) to enable secure and autonomous CSI-based CLA. By dynamically reconfiguring the wireless propagation environment through RIS control codewords, RIS-CLA induces unpredictable, device-specific CSI variations that adversaries cannot easily guess or replicate. The system addresses three key challenges-codeword ambiguity, robustness to channel dynamics, and multi-device scalability-through a suite of techniques including codeword optimization, contrastive-learning-based classification, explainable-AI-guided model finetuning, and a joint multi-device authentication framework. Extensive prototype-based experiments demonstrate that RISCLA effectively mitigates CSI-guessing attacks and achieves robust CLA performance under diverse conditions.",yes,yes,yes,Sidnei Barbieri,human_only,
56,conf/sp/ZurET26,IEEE S&P,2026,Mad-Dag: Protecting Blockchain Consensus From MEV.,https://doi.org/10.1109/SP63933.2026.00176,True,"Blockchain security is threatened by selfish mining, where a miner (operator) deviates from the protocol to increase their revenue. Selfish mining is exacerbated by adverse conditions: rushing (network propagation advantage for the selfish miner), varying block rewards due to block contents, called miner extractable value (MEV), and petty-compliant miners who accept bribes from the selfish miner. The state-of-the-art selfish-mining-resistant blockchain protocol, Colordag, does not treat these adverse conditions and was proven secure only when its latency is impractically high. We present MAD-DAG, Mutual-Assured-Destruction Directed-Acyclic-Graph, the first practical protocol to counter selfish mining under adverse conditions. MAD-DAG achieves this thanks to its novel ledger function, which discards the contents of equal-length chains competing to be the longest. We analyze selfish mining in both Colordag and MAD-DAG by modeling a rational miner using a Markov Decision Process (MDP). We obtain a tractable model for both by developing conservative reward rules that favor the selfish miner to yield an upper bound on selfish mining revenue. To the best of our knowledge, this is the first tractable model of selfish mining in a practical DAG-based blockchain. This enables us to obtain a lower bound on the security threshold, the minimum fraction of computational power a miner needs in order to profit from selfish mining. MAD-DAG withstands adverse conditions under which Colordag and Bitcoin fail, while otherwise maintaining comparable security. For example, with petty-compliant miners and high levels of block reward variability, MAD-DAG's security threshold ranges from 11 % to 31 %, whereas both Colordag and Bitcoin achieve 0 % for all levels.",yes,yes,yes,Sidnei Barbieri,human_only,
57,conf/woot/ChenSLCL26,USENIX WOOT,2026,HotWire: Real-World Impersonation and Discharge Attacks on Electric Vehicle Charging Systems.,https://www.usenix.org/conference/woot26/presentation/chen,True,"Electric vehicle (EV) charging infrastructures continue to depend heavily on the legacy DIN 70121 protocol, which lacks cryptographic authentication and exposes critical control messages in plaintext. Although prior studies have noted conceptual weaknesses, the feasibility and impact of practical, end-to-end attacks against real charging ecosystems remain insufficiently understood. We present HotWire, a systematic security analysis of DIN 70121 and the first demonstration of two practical, production-grade exploits: (i) unauthorized Autocharge activation via identifier impersonation, and (ii) unauthorized energy extraction through protocol-driven battery-state manipulation. In the first attack, an adversary replays a captured EV identifier (EVCCID) to initiate fraudulent Autocharge sessions on commercial networks using a low-cost hardware toolkit. Our experiments show that attackers can repeatedly obtain full charging sessions commonly valued at 35–45 without triggering existing fraud-detection mechanisms. In the second attack, we exploit insecure battery management system (BMS) state transitions by injecting protocol-compliant voltage claims, inducing controlled forced discharge, and enabling persistent energy loss. Furthermore, we validate these attacks across production vehicles and multiple public charging networks using a physical hardware-in-the-loop testbed, revealing widespread trust in protocol state over physical verification. We release open-source auditing tools and describe responsible disclosure outcomes, which have already prompted firmware updates and additional authentication safeguards by several vendors.",yes,yes,yes,Sidnei Barbieri,human_only,
58,conf/woot/NeffHB26,USENIX WOOT,2026,Onelogon: Taking over Active Directory Accounts via Netlogon.,https://www.usenix.org/conference/woot26/presentation/neff,True,"Microsoft's Active Directory (AD) is a critical component of the IT infrastructure of numerous enterprises. Thus, security vulnerabilities in AD can have dire consequences for the security posture of an organization's IT infrastructure. At the core of the AD architecture is the Netlogon Remote Protocol, which is used to manage computer accounts, delegate authentication requests, and various other management tasks. In 2020, Tervoort identified Zerologon, a critical vulnerability in Netlogon, which allowed attackers to fully compromise an AD management domain. In turn, Microsoft released two patches: one aiming to rectify the cryptographic vulnerability that enabled the attack, and the second one to ensure that all Netlogon communication is signed and sealed. In this paper, we analyze these patches and show that they are insufficient to mitigate the underlying vulnerabilities. We show that the cryptographic patch can be bypassed by an unprivileged attacker within the AD domain. We introduce the Onelogon attack with two distinct variants for varying attacker capabilities, both of which allow an attacker to take over a vulnerable AD account in approximately 30 minutes. If this AD account belongs to a Domain Controller, an attacker can leverage Onelogon to fully compromise the AD domain. With the goal of mitigating the attacks, we identified their underlying root cause: the incorrect use of AES-CFB8 encryption. Both the earlier Zerologon attack and our new attack exploit how Netlogon incorrectly uses AES-CFB8. Finally, we provide and compare various mitigation and detection approaches for Microsoft and AD operators to prevent account takeover attacks and authentication bypasses in the short term and fundamentally. Unfortunately, addressing the underlying root cause requires a backward-incompatible change to Netlogon: reimplementing AES-CFB8 correctly. We disclosed this issue to Microsoft and CERT-Bund, but do not expect any fixes to be forthcoming. In the meantime, we advise users to apply the mitigation and detection strategies outlined in this paper.",yes,yes,yes,Sidnei Barbieri,human_only,
59,conf/woot/UrushigakiKTI26,USENIX WOOT,2026,Practical Attacks on a Decentralized Secure Messenger Session.,https://www.usenix.org/conference/woot26/presentation/urushigaki,True,"Session is a widely deployed decentralized messenger application that emphasizes user anonymity and privacy through end-to-end encryption. Session currently employs its own uniquely designed messaging protocol, Session Protocol V1, having migrated from the extensively studied Signal Protocol. In this paper, we conduct a comprehensive, implementation-driven security analysis of the Session Protocol V1, focusing on its 1-to-1 and closed-group communication mechanisms. Our analysis reveals two fundamental design vulnerabilities: the absence of mutual public key authentication and the lack of cryptographic bindings to monotonic sequence counters. Exploiting these weaknesses within the context of actual application environments, we demonstrate three practical attacks: an impersonation attack, a message timestamp forgery attack, and message dropping and replay attacks. These attacks allow malicious server nodes or unprivileged malicious insiders to substitute public keys, silently suppress or duplicate messages, and manipulate the perceived chronological order of conversations. The findings highlight that these exploits severely undermine the fundamental security guarantees of the messenger. Finally, we propose immediate, actionable mitigation strategies to address the identified flaws and secure the protocol against these threats.",yes,yes,yes,Sidnei Barbieri,human_only,
60,conf/woot/ZhengTLP26,USENIX WOOT,2026,Squeezing Juicy Variant Bugs Out of Modern Browsers.,https://www.usenix.org/conference/woot26/presentation/zheng,True,"Complex software systems, like web browsers, integrate multiple tightly-coupled components. While code reviews and fuzzing enhance code quality, eliminating all bugs remains infeasible due to large-scale projects, unpredictable cross-context interactions, and complex cross-domain dependencies. This dire situation calls for an approach that scales to this unprecedented complexity. Inspired by informal variant analysis developed by the hacker community, we create GRAPE, a structured approach that supports analysts in writing rules to detect bugs. By focusing on code patterns, GRAPE scales effectively to large-scale code projects. Moreover, our novel variant bug model enables analysis of cross-context interactions and exploitability verification using existing bug reports, eliminating the need for cross-domain dependencies. GRAPE represents the first systematic approach to variant analysis, introducing principles for variant pattern development. We implement a prototype of GRAPE, which scans the entire Chromium code base in only 12 minutes. GRAPE discovered 24 new bugs, with four assigned CVEs and 17, 500 USD in rewards from Chrome’s Vulnerability Rewards Program. These discoveries impact modern web browser and security-critical complex software like OpenSSL. Beyond browsers, GRAPE uncovered three logic bugs in VSCode and Azure Data Studio, one of which received a CVE from Microsoft.",yes,yes,yes,Sidnei Barbieri,human_only,
